T21,"Production, trade and supply of energy",,,,,
736,Sudan [former],1995,Supply per capita (gigajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
736,Sudan [former],2000,Supply per capita (gigajoules),16.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
736,Sudan [former],2005,Supply per capita (gigajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
736,Sudan [former],2010,Supply per capita (gigajoules),16.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1990,Primary energy production (petajoules),15.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1995,Primary energy production (petajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2000,Primary energy production (petajoules),33.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2005,Primary energy production (petajoules),32.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2010,Primary energy production (petajoules),43.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2015,Primary energy production (petajoules),40.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2016,Primary energy production (petajoules),39.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2017,Primary energy production (petajoules),39.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1990,Net imports [Imports - Exports - Bunkers] (petajoules),15.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1995,Net imports [Imports - Exports - Bunkers] (petajoules),16.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-4.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-4.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-1.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2017,Net imports [Imports - Exports - Bunkers] (petajoules),0.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1990,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1995,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2010,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2015,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2016,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1990,Total supply (petajoules),29.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1995,Total supply (petajoules),34.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2000,Total supply (petajoules),36.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2005,Total supply (petajoules),26.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2010,Total supply (petajoules),40.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2015,Total supply (petajoules),43.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2016,Total supply (petajoules),37.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2017,Total supply (petajoules),40.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1990,Supply per capita (gigajoules),72.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,1995,Supply per capita (gigajoules),78.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2000,Supply per capita (gigajoules),76.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2005,Supply per capita (gigajoules),53.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2010,Supply per capita (gigajoules),76.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2015,Supply per capita (gigajoules),78.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2016,Supply per capita (gigajoules),67.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
740,Suriname,2017,Supply per capita (gigajoules),71.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1990,Primary energy production (petajoules),1235.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1995,Primary energy production (petajoules),1312.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2000,Primary energy production (petajoules),1257.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2005,Primary energy production (petajoules),1426.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2010,Primary energy production (petajoules),1354.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2015,Primary energy production (petajoules),1400.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2016,Primary energy production (petajoules),1439.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2017,Primary energy production (petajoules),1491.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1990,Net imports [Imports - Exports - Bunkers] (petajoules),724.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1995,Net imports [Imports - Exports - Bunkers] (petajoules),745.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2000,Net imports [Imports - Exports - Bunkers] (petajoules),720.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2005,Net imports [Imports - Exports - Bunkers] (petajoules),740.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2010,Net imports [Imports - Exports - Bunkers] (petajoules),721.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2015,Net imports [Imports - Exports - Bunkers] (petajoules),506.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2016,Net imports [Imports - Exports - Bunkers] (petajoules),592.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2017,Net imports [Imports - Exports - Bunkers] (petajoules),450.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1990,Changes in stocks (petajoules),-5.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1995,Changes in stocks (petajoules),-29.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2000,Changes in stocks (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2005,Changes in stocks (petajoules),32.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2010,Changes in stocks (petajoules),-33.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2015,Changes in stocks (petajoules),52.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2016,Changes in stocks (petajoules),-10.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2017,Changes in stocks (petajoules),-93.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1990,Total supply (petajoules),1965.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1995,Total supply (petajoules),2086.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2000,Total supply (petajoules),1968.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2005,Total supply (petajoules),2135.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2010,Total supply (petajoules),2109.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2015,Total supply (petajoules),1854.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2016,Total supply (petajoules),2041.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2017,Total supply (petajoules),2033.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1990,Supply per capita (gigajoules),230.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,1995,Supply per capita (gigajoules),236.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2000,Supply per capita (gigajoules),222.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2005,Supply per capita (gigajoules),236.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2010,Supply per capita (gigajoules),225.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2015,Supply per capita (gigajoules),190.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2016,Supply per capita (gigajoules),207.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
752,Sweden,2017,Supply per capita (gigajoules),205.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1990,Primary energy production (petajoules),425.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1995,Primary energy production (petajoules),464.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2000,Primary energy production (petajoules),496.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2005,Primary energy production (petajoules),452.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2010,Primary energy production (petajoules),515.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2015,Primary energy production (petajoules),495.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2016,Primary energy production (petajoules),467.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2017,Primary energy production (petajoules),460.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1990,Net imports [Imports - Exports - Bunkers] (petajoules),584.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1995,Net imports [Imports - Exports - Bunkers] (petajoules),521.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2000,Net imports [Imports - Exports - Bunkers] (petajoules),524.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2005,Net imports [Imports - Exports - Bunkers] (petajoules),628.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2010,Net imports [Imports - Exports - Bunkers] (petajoules),564.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2015,Net imports [Imports - Exports - Bunkers] (petajoules),499.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2016,Net imports [Imports - Exports - Bunkers] (petajoules),517.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2017,Net imports [Imports - Exports - Bunkers] (petajoules),523.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1990,Changes in stocks (petajoules),-5.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1995,Changes in stocks (petajoules),-14.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2000,Changes in stocks (petajoules),-18.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2005,Changes in stocks (petajoules),6.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2010,Changes in stocks (petajoules),-2.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2015,Changes in stocks (petajoules),-15.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2016,Changes in stocks (petajoules),3.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2017,Changes in stocks (petajoules),-6.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1990,Total supply (petajoules),1014.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1995,Total supply (petajoules),999.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2000,Total supply (petajoules),1037.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2005,Total supply (petajoules),1074.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2010,Total supply (petajoules),1080.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2015,Total supply (petajoules),1010.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2016,Total supply (petajoules),982.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2017,Total supply (petajoules),988.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1990,Supply per capita (gigajoules),151.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,1995,Supply per capita (gigajoules),142.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2000,Supply per capita (gigajoules),144.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2005,Supply per capita (gigajoules),144.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2010,Supply per capita (gigajoules),137.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2015,Supply per capita (gigajoules),121.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2016,Supply per capita (gigajoules),116.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
756,Switzerland,2017,Supply per capita (gigajoules),116.0000,Including Liechtenstein.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1990,Primary energy production (petajoules),1036.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1995,Primary energy production (petajoules),1403.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2000,Primary energy production (petajoules),1417.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2005,Primary energy production (petajoules),1171.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2010,Primary energy production (petajoules),1165.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2015,Primary energy production (petajoules),196.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2016,Primary energy production (petajoules),177.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2017,Primary energy production (petajoules),172.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-554.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-813.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-690.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-431.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-233.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2015,Net imports [Imports - Exports - Bunkers] (petajoules),223.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2016,Net imports [Imports - Exports - Bunkers] (petajoules),240.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2017,Net imports [Imports - Exports - Bunkers] (petajoules),202.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1990,Changes in stocks (petajoules),6.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1995,Changes in stocks (petajoules),5.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2005,Changes in stocks (petajoules),1.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2010,Changes in stocks (petajoules),20.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1990,Total supply (petajoules),476.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1995,Total supply (petajoules),585.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2000,Total supply (petajoules),729.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2005,Total supply (petajoules),740.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2010,Total supply (petajoules),911.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2015,Total supply (petajoules),419.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2016,Total supply (petajoules),418.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2017,Total supply (petajoules),374.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1990,Supply per capita (gigajoules),39.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,1995,Supply per capita (gigajoules),41.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2000,Supply per capita (gigajoules),46.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2005,Supply per capita (gigajoules),40.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2010,Supply per capita (gigajoules),43.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2015,Supply per capita (gigajoules),22.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2016,Supply per capita (gigajoules),23.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
760,Syrian Arab Republic,2017,Supply per capita (gigajoules),20.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,1995,Primary energy production (petajoules),106.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2000,Primary energy production (petajoules),103.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2005,Primary energy production (petajoules),115.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2010,Primary energy production (petajoules),115.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2015,Primary energy production (petajoules),131.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2016,Primary energy production (petajoules),144.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2017,Primary energy production (petajoules),157.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),40.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),38.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),33.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),29.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),35.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2016,Net imports [Imports - Exports - Bunkers] (petajoules),34.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2017,Net imports [Imports - Exports - Bunkers] (petajoules),30.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,1995,Total supply (petajoules),146.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2000,Total supply (petajoules),141.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2005,Total supply (petajoules),148.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2010,Total supply (petajoules),143.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2015,Total supply (petajoules),167.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2016,Total supply (petajoules),178.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2017,Total supply (petajoules),187.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,1995,Supply per capita (gigajoules),25.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2000,Supply per capita (gigajoules),23.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2005,Supply per capita (gigajoules),23.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2010,Supply per capita (gigajoules),19.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2015,Supply per capita (gigajoules),19.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
